file_name,similarity(%),word_error_rate,character_error_rate,average_line_similarity(using fuzzywuzzy)
image_56,51.24073477280051,0.5407407407407407,0.35018495684340323,89.19587628865979
image_57,42.285714285714285,0.6608996539792388,0.44858156028368795,89.39010989010988
image_58,40.34732272069464,0.6767676767676768,0.4385769872151195,89.82312925170068
image_59,19.805944863699366,0.7365684575389948,0.5270827605169095,81.56233421750663
image_6,69.22075103103971,0.456865127582017,0.16308206306118186,94.22307692307692
image_60,36.059479553903344,0.5255102040816326,0.3329462989840348,89.57649667405765
image_61,68.50704225352112,0.5370370370370371,0.1786504424778761,92.29203539823008
image_62,65.19065190651907,0.6525612472160356,0.3047278506158125,92.47222222222223
image_63,76.20608899297424,0.47752808988764045,0.21855486173059768,93.00909090909092
image_64,43.84551264240067,0.708185053380783,0.42887586574320724,91.12403100775194
image_65,83.4050693448111,0.4878472222222222,0.17074682367524016,93.95343137254902
image_66,70.9878466812091,0.5475285171102662,0.2632850241545894,90.04895104895105
image_67,48.9453125,0.4537037037037037,0.20878302940081875,93.51379310344828
image_68,69.84423676012462,0.48659003831417624,0.244228432563791,87.12587412587412
image_69,47.167630057803464,0.48807339449541287,0.3175654367707348,95.16666666666667
image_7,58.310120705663884,0.5225563909774437,0.3833028641072517,93.78571428571429
image_70,17.40636501407231,0.8257918552036199,0.6191369606003753,75.05288461538461
image_71,7.211231652839821,0.9141274238227147,0.6445974576271186,62.58125
image_72,46.085210796341734,0.6038251366120219,0.37046521553563805,91.21739130434783
image_73,75.8659532526049,0.5833333333333334,0.21204188481675393,94.04716981132076
image_74,83.92695715060567,0.44325481798715205,0.16301785112832604,95.67391304347827
image_75,88.34269662921348,0.3871499176276771,0.12771084337349398,96.83431952662721
image_76,85.18175809649703,0.3913690476190476,0.1211660329531052,96.69117647058823
image_77,53.9606501283148,0.4636542239685658,0.1752012882447665,95.34982332155477
image_78,69.06932372270511,0.515625,0.16390125455281263,96.22285714285714
image_79,52.03252032520326,0.6619718309859155,0.2641509433962264,87.73202614379085
image_8,54.380598645400916,0.519350811485643,0.24883720930232558,95.30985915492958
image_80,67.86152712987969,0.6005830903790087,0.18267419962335216,89.609375
image_81,50.57208237986271,0.5925925925925926,0.3000554631170272,87.86470588235294
image_82,36.0655737704918,0.6106194690265486,0.5290780141843971,93.58904109589041
image_83,49.70076944998575,0.5393258426966292,0.40618101545253865,95.90845070422536
image_84,44.83644459667752,0.6660746003552398,0.35844471445929527,90.03436426116839
image_85,49.66582504084361,0.615257048092869,0.3239554317548747,93.37699680511182
image_86,43.86566141192598,0.6864864864864865,0.5308248914616498,82.0790513833992
image_87,34.198376054768346,0.7453874538745388,0.5252403846153846,90.61132075471698
image_88,41.4804469273743,0.6019047619047619,0.464445868033312,88.7420634920635
image_89,43.99802404083649,0.6222222222222222,0.33630221130221133,91.84210526315789
image_9,69.22075103103971,0.456865127582017,0.16308206306118186,94.22307692307692
image_90,8.688783570300158,0.9680232558139535,0.7897838899803536,89.67680608365019
image_91,5.1901884109491645,0.9003831417624522,0.555256064690027,73.82978723404256
image_92,19.654058163847175,0.7833001988071571,0.35419532324621733,82.99702380952381
image_93,60.89743589743589,0.5824175824175825,0.355718085106383,83.58333333333333
image_94,59.2797783933518,0.6720430107526881,0.25617283950617287,91.15625
image_95,36.0484314804623,0.7514619883040936,0.5005257623554153,90.9609375
image_96,48.12379110251451,0.6756756756756757,0.3680404916847433,90.25806451612904
image_97,65.53825321597834,0.45627376425855515,0.21423948220064726,92.46745562130178
image_98,21.26022126022126,0.8793859649122807,0.5993690851735016,65.42911877394636
image_99,47.638847638847636,0.4664179104477612,0.198482194979568,89.62820512820512
